FileName,VoiceVote,VoiceLevel,FaceVote,FaceLevel,MultiModalVote,MultiModalLevel,is_correct,filecode
1021_WSI_ANG_XX,A,72.12,A,51.8,A,59.67,1.0,A
1021_WSI_FEA_XX,S,50.33,F:N:S,90.33:70.67:79.33,S,43.6,0.0,F
1021_WSI_DIS_XX,D:N,26.5:63.0,S,57,N,66.5,0.0,D
1022_IEO_NEU_XX,N,76.57,N,62,N,74.4,1.0,N
1022_IEO_HAP_LO,N,87,H,55.6,H,59.5,0.0,H
1022_IEO_HAP_MD,H:N,31.25:70.50,H,69.5,H,73.4,0.0,H
1022_IEO_HAP_HI,N,75.6,H,88.29,H,85.62,0.0,H
1022_IEO_SAD_LO,N,73.6,N,68.44,N,74.12,0.0,S
1022_IEO_SAD_MD,N,58.62,N,71.88,N,83.62,0.0,S
1022_IEO_SAD_HI,S,67.25,S,58.83,S,77,1.0,S
1022_IEO_ANG_LO,A:N,63.33:73.33,A,56.4,A,42,0.0,A
1022_IEO_ANG_MD,A,68.17,A,64.22,A,64.43,1.0,A
1022_IEO_ANG_HI,A,83,A,89.67,A,87.33,1.0,A
1022_IEO_FEA_LO,N,59.71,N,66.5,N,82.86,0.0,F
1022_IEO_FEA_MD,N,70.8,N,88.22,N,52.57,0.0,F
1022_IEO_FEA_HI,F:H,36.5:59.0,F,37.8,F,50,0.0,F
1022_IEO_DIS_LO,N,70.67,D,83.44,D,55.8,0.0,D
1022_IEO_DIS_MD,N,67.86,D,72.29,N,65,0.0,D
1022_IEO_DIS_HI,N,58,D,68,D,52.5,0.0,D
1022_TIE_NEU_XX,N,75.1,N,58.67,N,82.14,1.0,N
1022_TIE_HAP_XX,N,74,H,89.78,H,66,0.0,H
1022_TIE_SAD_XX,S,58,S,47.75,S,74.88,1.0,S
1022_TIE_ANG_XX,A,56,A,72.56,A,60.86,1.0,A
1022_TIE_FEA_XX,N,66.8,F,59.75,F,58,0.0,F
1022_TIE_DIS_XX,A,29,D,74,D,70.33,0.0,D
1022_IOM_NEU_XX,N,67.12,N,65.25,N,87,1.0,N
1022_IOM_HAP_XX,N,58.2,H,80.56,H,75.18,0.0,H
1022_IOM_SAD_XX,N,60.4,N,69.5,N,81.3,0.0,S
1022_IOM_ANG_XX,A,79.75,A,63.5,A,71.43,1.0,A
1022_IOM_FEA_XX,N,74.78,F,74.4,F,65.67,0.0,F
1022_IOM_DIS_XX,D,48,S,71.75,D,64.62,1.0,D
1022_IWW_NEU_XX,N,70.4,N,81.5,N,75,1.0,N
1022_IWW_HAP_XX,H:N,51.67:82.00,H,86.33,H,68.1,0.0,H
1022_IWW_SAD_XX,F,33.33,N,74.67,F,51.62,0.0,S
1022_IWW_ANG_XX,A:D,85.50:69.25,A:D,61.6:77.6,D,68.83,0.0,A
1022_IWW_FEA_XX,F,37.8,F,50.14,F,57.12,1.0,F
1022_IWW_DIS_XX,A,63.33,D,68.25,D,82.88,0.0,D
1022_TAI_NEU_XX,N,63.33,N,78.67,N,76.2,1.0,N
1022_TAI_HAP_XX,H,57.67,H,76.88,H,70.8,1.0,H
1022_TAI_SAD_XX,D,46,N,71,N,68.8,0.0,S
1022_TAI_ANG_XX,A,66,A,65,A,81.29,1.0,A
1022_TAI_FEA_XX,N,83.6,N,58.75,F,29.83,0.0,F
1022_TAI_DIS_XX,D,57.88,D,59.75,D,71.4,1.0,D
1022_MTI_NEU_XX,N,64.11,N,64.4,N,75.11,1.0,N
1022_MTI_HAP_XX,N,67,H,81.9,H,56.33,0.0,H
1022_MTI_SAD_XX,N:S,64:55,N,61.88,S,60,0.0,S
1022_MTI_ANG_XX,A,73.2,A,77.29,A,52.8,1.0,A
1022_MTI_FEA_XX,N,73.62,N,71.43,N,55.5,0.0,F
1022_MTI_DIS_XX,N,74.5,S,64.83,D,76.75,0.0,D
1022_IWL_NEU_XX,N,54.75,N,67.75,N,80.56,1.0,N
1022_IWL_HAP_XX,N,63.86,H,73.11,H,77.4,0.0,H
1022_IWL_SAD_XX,S,56.67,S,50.25,S,54,1.0,S
1022_IWL_ANG_XX,A,66.25,A,84.4,A,81.78,1.0,A
1022_IWL_FEA_XX,N,57.33,F,60,N,70.12,0.0,F
1022_IWL_DIS_XX,A,76.8,D:F,79.67:63.00,A:D,54.67:79.33,0.0,D
1022_ITH_NEU_XX,N,72.44,N,68.78,N,67.5,1.0,N
1022_ITH_HAP_XX,N,72.43,H,81.44,H,71.62,0.0,H
1022_ITH_SAD_XX,N,65,S,49.33,S,76.5,0.0,S
1022_ITH_ANG_XX,N,64.17,A,75.83,A,53.6,0.0,A
1022_ITH_FEA_XX,N,66.75,N,62.6,N,69,0.0,F
1022_ITH_DIS_XX,D,84.8,D,63.6,D,67.57,1.0,D
1022_DFA_NEU_XX,N,53.75,N,71.71,N,73.29,1.0,N
1022_DFA_HAP_XX,H,62.17,H,81.5,H,72.11,1.0,H
1022_DFA_SAD_XX,N,54,N,72,N,87.75,0.0,S
1022_DFA_ANG_XX,A,63.36,A,69,A,72.71,1.0,A
1022_DFA_FEA_XX,N,69.14,N,72.44,N,65.75,0.0,F
1022_DFA_DIS_XX,D,67,D,70.5,D,70.71,1.0,D
1022_ITS_NEU_XX,N,66,N,71,N,81.78,1.0,N
1022_ITS_HAP_XX,D,45.83,H,81.56,H,72.2,0.0,H
1022_ITS_SAD_XX,N,60,S,73.5,S,48,0.0,S
1022_ITS_ANG_XX,A:D,67.50:79.75,A:D:H:N,56.0:87.0:58.5:45.5,A,74.6,0.0,A
1022_ITS_FEA_XX,N,67.89,F,27.8,N,58.5,0.0,F
1022_ITS_DIS_XX,N,69.5,D,72.67,D,64.83,0.0,D
1022_TSI_NEU_XX,N,74.4,N,68.4,N,86.78,1.0,N
1022_TSI_HAP_XX,N,78,H,88.4,H,77.4,0.0,H
1022_TSI_SAD_XX,F:S,50.0:65.5,N,75.11,F,48.8,0.0,S
1022_TSI_ANG_XX,A,71.71,A,58.17,A,70.83,1.0,A
1022_TSI_FEA_XX,N,68.4,N,49.88,N,67.83,0.0,F
1022_TSI_DIS_XX,D,42.4,D,62.75,D,48.11,1.0,D
1022_WSI_NEU_XX,N,78.17,N,45.71,N,73.5,1.0,N
1022_WSI_HAP_XX,H,55.25,H,76.7,H,79.56,1.0,H
1022_WSI_SAD_XX,S,56.25,N,72.12,S,49.75,1.0,S
1022_WSI_ANG_XX,A,74.75,A,63.12,A,53.71,1.0,A
1022_WSI_FEA_XX,N,72.6,N,79.71,N,71.56,0.0,F
1022_WSI_DIS_XX,A:D,62.67:55.00,D,78.43,D,53.67,0.0,D
1023_IEO_NEU_XX,N,65.38,N,69.88,N,83.89,1.0,N
1023_IEO_HAP_LO,H,66.33,H,82.22,H,69.56,1.0,H
1023_IEO_HAP_MD,N,56.62,H,85.7,H,72.75,0.0,H
1023_IEO_HAP_HI,H,74.4,H,82.3,H,85.57,1.0,H
1023_IEO_SAD_LO,N,62.43,N,69.9,N,67.6,0.0,S
1023_IEO_SAD_MD,N,60.5,N,81.5,N,76.57,0.0,S
1023_IEO_SAD_HI,N,59.33,N,67.17,S,55.8,0.0,S
1023_IEO_ANG_LO,N,80.43,A:D,50.5:60.5,A,56.6,0.0,A
1023_IEO_ANG_MD,A,74.75,A,59.14,A,48.62,1.0,A
1023_IEO_ANG_HI,A,91.12,A,87.64,A,88.7,1.0,A
1023_IEO_FEA_LO,N,77.75,N,70,N,78,0.0,F
1023_IEO_FEA_MD,N,74.5,N,67.67,N,69,0.0,F
1023_IEO_FEA_HI,F,46.89,F,57.56,F,75,1.0,F
1023_IEO_DIS_LO,N,72.2,D,69.14,D,64.57,0.0,D
1023_IEO_DIS_MD,F:N,44.0:83.5,D,58.25,D,66.38,0.0,D
1023_IEO_DIS_HI,F,45,D,82.62,F,68.83,0.0,D
1023_TIE_NEU_XX,N,72.33,N,98.75,N,73.78,1.0,N
1023_TIE_HAP_XX,H,53.43,H,83.38,H,70.8,1.0,H
1023_TIE_SAD_XX,N,48,D,42.75,F:S,61:46,0.0,S
1023_TIE_ANG_XX,A,70.75,A,76.56,A,72.3,1.0,A
1023_TIE_FEA_XX,F,76.38,F,44.67,F,51.5,1.0,F
1023_TIE_DIS_XX,D,67,D,65.4,D,78,1.0,D
1023_IOM_NEU_XX,N,86.62,N,74.86,N,66.11,1.0,N
1023_IOM_HAP_XX,H,51.71,H,77.3,H,67.6,1.0,H
1023_IOM_SAD_XX,N,82.56,N,59.25,N,66.22,0.0,S
1023_IOM_ANG_XX,A,57.38,A,58,A,77.12,1.0,A
1023_IOM_FEA_XX,N,61.43,S,64.83,F,65.71,0.0,F
1023_IOM_DIS_XX,F,55,D,72.2,D,46.2,0.0,D
1023_IWW_NEU_XX,F:N,41.8:82.6,N,75.11,N,74.62,0.0,N
1023_IWW_HAP_XX,H:N,47.33:70.67,H,70.33,H,84,0.0,H
1023_IWW_SAD_XX,N,60.83,F,42.2,F,49.83,0.0,S
1023_IWW_ANG_XX,F,60.25,A,70.56,A,64.67,0.0,A
1023_IWW_FEA_XX,F,49.17,F,50.62,F,58.38,1.0,F
1023_IWW_DIS_XX,F,54.33,D,67.25,F,44.33,0.0,D
1023_TAI_NEU_XX,N,71.43,N,68.75,N,68.56,1.0,N
1023_TAI_HAP_XX,H,53,H,69.2,H,78.45,1.0,H
1023_TAI_SAD_XX,N,76.75,N,75.5,N,77,0.0,S
1023_TAI_ANG_XX,N,43,A,55.8,A,69.33,0.0,A
1023_TAI_FEA_XX,F,65,F,43.57,F,64.36,1.0,F
1023_TAI_DIS_XX,A,53.75,D,61.5,D,64.33,0.0,D
1023_MTI_NEU_XX,N,71.67,N,73.33,N,73.55,1.0,N
1023_MTI_HAP_XX,H:N,43.75:45.25,H,66.9,H,76.75,0.0,H
1023_MTI_SAD_XX,N,70.56,N,78.57,N,86.62,0.0,S
1023_MTI_ANG_XX,A,60.4,D,61.67,A,60.9,1.0,A
1023_MTI_FEA_XX,N,70,D,55.5,F,60.67,0.0,F
1023_MTI_DIS_XX,F,61.6,S,64.67,S,60.33,0.0,D
1023_IWL_NEU_XX,N,74.33,N,71,N,78.75,1.0,N
1023_IWL_HAP_XX,H:N,47.25:75.25,H,71,H,72.89,0.0,H
1023_IWL_SAD_XX,N,75.2,N,62.5,N,75.56,0.0,S
1023_IWL_ANG_XX,A,53,A,59.86,A,78,1.0,A
1023_IWL_FEA_XX,N,63,D:N,85.67:51.00,A:F:S,42.33:36.67:59.33,0.0,F
1023_IWL_DIS_XX,N,50,D,67.89,D,57.43,0.0,D
1023_ITH_NEU_XX,N,78.86,N,80.71,N,80.11,1.0,N
1023_ITH_HAP_XX,N,48.5,H,80.1,H,68.5,0.0,H
1023_ITH_SAD_XX,N,72,N,64.5,N,70.5,0.0,S
1023_ITH_ANG_XX,A,38.2,A,52.83,A,65.29,1.0,A
1023_ITH_FEA_XX,F:N,36:77,F,63,F,63,0.0,F
1023_ITH_DIS_XX,F:N,74.25:62.75,D,45.33,D,47.6,0.0,D
1023_DFA_NEU_XX,N,65.88,N,69.56,N,59.9,1.0,N
1023_DFA_HAP_XX,H,62.33,H,70.56,H,60.1,1.0,H
1023_DFA_SAD_XX,N,67,N,49.29,N,76.8,0.0,S
1023_DFA_ANG_XX,A,71.33,A,62.5,A,46.6,1.0,A
1023_DFA_FEA_XX,N,69.25,F,47.25,F,59.5,0.0,F
1023_DFA_DIS_XX,N,70.11,D,67,D:N,72.33:58.33,0.0,D
1023_ITS_NEU_XX,N,60.12,N,71,N,77.43,1.0,N
1023_ITS_HAP_XX,H,63.67,H,73.33,H,83.5,1.0,H
1023_ITS_SAD_XX,N,66,S,53.4,S,40.33,0.0,S
1023_ITS_ANG_XX,D,49.2,A:D,64.2:73.0,A,49.17,0.0,A
1023_ITS_FEA_XX,F,59.83,F,61.8,F,60.7,1.0,F
1023_ITS_DIS_XX,D,50.6,S,58.86,D,66,1.0,D
1023_TSI_NEU_XX,N,66.4,N,74.33,N,67,1.0,N
1023_TSI_HAP_XX,H,47,H,73.2,H,57.43,1.0,H
1023_TSI_SAD_XX,N,53.88,N,78.43,N,77.71,0.0,S
1023_TSI_ANG_XX,A:N,84.67:84.67,A,65.4,A,71.88,0.0,A
1023_TSI_FEA_XX,F,61.33,F,52.4,F,70.75,1.0,F
1023_TSI_DIS_XX,N,72.2,D,59.67,D,62.5,0.0,D
1023_WSI_NEU_XX,N,42.75,N,69.89,N,68.78,1.0,N
1023_WSI_HAP_XX,N,65.4,H,70.1,H,72.12,0.0,H
1023_WSI_SAD_XX,N,59,N,68.5,N,83.25,0.0,S
1023_WSI_ANG_XX,A,83.57,A,56.43,A,52.33,1.0,A
1023_WSI_FEA_XX,A,61.5,F,55.57,F,61.5,0.0,F
1023_WSI_DIS_XX,N,76.67,D,58,D,66.4,0.0,D
1024_IEO_NEU_XX,N,62.88,N,67.75,N,73.11,1.0,N
1024_IEO_HAP_LO,N,50.17,H,58.5,H,67.14,0.0,H
1024_IEO_HAP_MD,N,80.62,H,62.89,H,60,0.0,H
1024_IEO_HAP_HI,N,61.6,H,70,H:N,28.75:65.00,0.0,H
1024_IEO_SAD_LO,N,66.43,N,53.2,N,59,0.0,S
1024_IEO_SAD_MD,N,68.5,S,41.8,N,81.75,0.0,S
1024_IEO_SAD_HI,F:N,25:67,N,71.25,N,59,0.0,S
1024_IEO_ANG_LO,N,70.25,N,81.33,D:N,55.67:72.33,0.0,A
1024_IEO_ANG_MD,N,61.4,D,69.2,D,45,0.0,A
1024_IEO_ANG_HI,A,72.5,A,73.78,A,71.14,1.0,A
1024_IEO_FEA_LO,S,49.6,D,52.6,S,54,0.0,F
1024_IEO_FEA_MD,S,50.29,D,43,S,57.8,0.0,F
1024_IEO_FEA_HI,D:F,49.50:72.75,F,43.43,F,54.43,0.0,F
1024_IEO_DIS_LO,N,56.5,D,38.4,D,49.6,0.0,D
1024_IEO_DIS_MD,D,48.5,S,53.12,D,58.6,1.0,D
1024_IEO_DIS_HI,A,44.75,S,70.67,D,46.33,0.0,D
1024_TIE_NEU_XX,N,67.25,N:S,67.25:50.00,N,66.88,1.0,N
1024_TIE_HAP_XX,N,75.5,H:N,57.75:78.00,H,40.67,0.0,H
1024_TIE_SAD_XX,N,60.25,S,58.62,S,54.88,0.0,S
1024_TIE_ANG_XX,N,75.6,D,69.29,D,49.83,0.0,A
1024_TIE_FEA_XX,N,53.25,F,57.75,S,65.75,0.0,F
1024_TIE_DIS_XX,D,50.33,S,68.8,D:N:S,62.33:42.00:59.67,1.0,D
1024_IOM_NEU_XX,N,70.71,N,53.86,N:S,53.50:28.75,1.0,N
1024_IOM_HAP_XX,N,64.67,H,44.67,H:N,53.5:58.5,0.0,H
1024_IOM_SAD_XX,N,75,N,72.5,S,55,0.0,S
1024_IOM_ANG_XX,D,50.5,D,57,A:D,49.6:38.4,0.0,A
1024_IOM_FEA_XX,N,45.8,S,65.8,S,65.6,0.0,F
1024_IOM_DIS_XX,D,61,S,69.14,A:D,41.00:61.75,1.0,D
1024_IWW_NEU_XX,N,52.5,A:N,29.67:70.67,N,81,1.0,N
1024_IWW_HAP_XX,N,70.2,H,65.4,H,57.6,0.0,H
1024_IWW_SAD_XX,N,53,F,59.6,F,50.25,0.0,S
1024_IWW_ANG_XX,N,74.25,D,62.2,F,78.57,0.0,A
1024_IWW_FEA_XX,F,51.5,S,63.6,F,45.17,1.0,F
1024_IWW_DIS_XX,N,61.4,S,60.8,D,50.67,0.0,D
1024_TAI_NEU_XX,N,81.25,S,51.75,N,75.11,1.0,N
1024_TAI_HAP_XX,N,64.2,N,53.83,H,51,0.0,H
1024_TAI_SAD_XX,N,22.33,S,54,S,54.25,0.0,S
1024_TAI_ANG_XX,N,71.29,A,57.8,D,46.8,0.0,A
1024_TAI_FEA_XX,N,49,N,60,F,56.29,0.0,F
1024_TAI_DIS_XX,N,78.75,D,62.5,D,63.5,0.0,D
1024_MTI_NEU_XX,N,62.75,N,64.38,N,65.88,1.0,N
1024_MTI_HAP_XX,H,48.67,N,74.8,H,37.83,1.0,H
1024_MTI_SAD_XX,N,70.6,S,56.56,S,43,0.0,S
1024_MTI_ANG_XX,N,63.25,A,57.89,S,54,0.0,A
1024_MTI_FEA_XX,F,47.4,S,74.33,F,60.2,1.0,F
1024_MTI_DIS_XX,D,49.8,D,69.4,D,41,1.0,D
1024_IWL_NEU_XX,N,75.56,N:S,75.75:40.25,N,85.14,1.0,N
1024_IWL_HAP_XX,N,68.62,N:S,54.33:65.33,H,31,0.0,H
1024_IWL_SAD_XX,N,52.6,N,67.6,D:N:S,67.00:84.33:34.00,0.0,S
1024_IWL_ANG_XX,A:N,22.75:75.25,A,48.67,A,37.12,0.0,A
1024_IWL_FEA_XX,D,45.33,S,66.11,S,61.14,0.0,F
1024_IWL_DIS_XX,N,45.75,D:S,59.67:74.00,D,49.62,0.0,D
1024_ITH_NEU_XX,N:S,65.75:39.00,N,83,N,72.2,0.0,N
1024_ITH_HAP_XX,N,66.4,A:D,55.00:39.33,N,85.5,0.0,H
1024_ITH_SAD_XX,S,57,S,61.5,S,41.75,1.0,S
1024_ITH_ANG_XX,N,68.57,D,64.5,N,77.5,0.0,A
1024_ITH_FEA_XX,F:N,30.75:47.50,S,43.2,F,53.25,0.0,F
1024_ITH_DIS_XX,D,51.17,D,41.17,D,46.2,1.0,D
1024_DFA_NEU_XX,N,63.67,N,55.5,N,92.17,1.0,N
1024_DFA_HAP_XX,N,56.75,H,36.43,N,68.5,0.0,H
1024_DFA_SAD_XX,N,63,S,69,N,61,0.0,S
1024_DFA_ANG_XX,N,61,A,58.25,N,65.6,0.0,A
1024_DFA_FEA_XX,N,38.14,S,56,F,55.67,0.0,F
1024_DFA_DIS_XX,A:D,49:65,N,60.4,D,68.17,0.0,D
1024_ITS_NEU_XX,N,49.88,N,56.29,N,74.17,1.0,N
1024_ITS_HAP_XX,N,56.33,H,63.6,H,43.5,0.0,H
1024_ITS_SAD_XX,N,51.6,F,50.8,S,63.67,0.0,S
1024_ITS_ANG_XX,H,37.17,A,46,N,60.75,0.0,A
1024_ITS_FEA_XX,F,62,F,42.2,F,48.22,1.0,F
1024_ITS_DIS_XX,N,61.4,S,50,D,49.25,0.0,D
1024_TSI_NEU_XX,N,75,N,70.75,N,74.67,1.0,N
1024_TSI_HAP_XX,N,55.25,H,48,D:H,43.33:57.33,0.0,H
1024_TSI_SAD_XX,N,46.57,S,41,F:N,56.25:69.25,0.0,S
1024_TSI_ANG_XX,N,57.2,D,59,A,55,0.0,A
1024_TSI_FEA_XX,F,66,A:D,46.33:67.33,F,50.75,1.0,F
1024_TSI_DIS_XX,D,52,D,61.57,D,63.14,1.0,D
1024_WSI_NEU_XX,N,70.12,N,72.67,N,83.71,1.0,N
1024_WSI_HAP_XX,N,82,H,39.67,H,39.75,0.0,H
1024_WSI_SAD_XX,N,46,S,52.17,S,58.86,0.0,S
1024_WSI_ANG_XX,N,55.17,A,50.2,D,62.86,0.0,A
1024_WSI_FEA_XX,N,74.5,F,67.6,F,50.83,0.0,F
1024_WSI_DIS_XX,S,65,F:S,42:81,D,53.78,0.0,D
1025_IEO_NEU_XX,N,75.57,N,70.8,A:N,25.50:66.75,1.0,N
1025_IEO_HAP_LO,H,71.4,H,89,H,58.4,1.0,H
1025_IEO_HAP_MD,N,60,H,66.7,H,69.67,0.0,H
1025_IEO_HAP_HI,A:H,58.00:57.67,H,81.2,H,73.8,0.0,H
1025_IEO_SAD_LO,S,71.8,N,61.4,N,51,1.0,S
1025_IEO_SAD_MD,S,59.67,S,54,S,68.5,1.0,S
1025_IEO_SAD_HI,N,70.75,F,51.5,N:S,62.00:43.75,0.0,S
1025_IEO_ANG_LO,N,75.6,A,53.43,A:N,31.75:71.75,0.0,A
1025_IEO_ANG_MD,A,83.17,A,71.12,A,54.62,1.0,A
1025_IEO_ANG_HI,A,92.88,A,83.22,A,84.67,1.0,A
1025_IEO_FEA_LO,N,61,F,53.57,D:N,42.00:52.33,0.0,F
1025_IEO_FEA_MD,N,72.2,S,55.5,F:N:S,35.0:76.5:93.5,0.0,F
1025_IEO_FEA_HI,F,82.5,F,67.25,F,70.7,1.0,F
1025_IEO_DIS_LO,S,60.5,D,71.1,D,59.29,0.0,D
1025_IEO_DIS_MD,F,45.5,D,80.5,D,70.5,0.0,D
1025_IEO_DIS_HI,F:N,39.33:55.33,D,78.4,D:F,62.6:72.2,0.0,D
1025_TIE_NEU_XX,N,63.75,N,79.83,N,86.75,1.0,N
1025_TIE_HAP_XX,N,74.4,H,63,H,56.11,0.0,H
1025_TIE_SAD_XX,S,64.4,S,23.8,N,65.2,1.0,S
1025_TIE_ANG_XX,A,53.5,A,59.14,A:D,57.50:65.25,1.0,A
1025_TIE_FEA_XX,S,36.5,A,61.6,F,37.22,0.0,F
1025_TIE_DIS_XX,D,44.25,D,72,D,73,1.0,D
1025_IOM_NEU_XX,N,64.33,N,73.17,N,77.4,1.0,N
1025_IOM_HAP_XX,H,59.89,H,75.86,H,64.8,1.0,H
1025_IOM_SAD_XX,D:S,81.00:43.67,N,61.6,S,71,0.0,S
1025_IOM_ANG_XX,A,75.33,A,84.56,A,87.4,1.0,A
1025_IOM_FEA_XX,N,63,F,60.6,F,61.44,0.0,F
1025_IOM_DIS_XX,N,48.8,D,72.8,D,64.2,0.0,D
1025_IWW_NEU_XX,N,59.25,N,72.4,N,76,1.0,N
1025_IWW_HAP_XX,N,72,H,68.4,H,79.83,0.0,H
1025_IWW_SAD_XX,F,55.8,S,48.25,F,39.75,0.0,S
1025_IWW_ANG_XX,A,71.71,A,83.67,A,77.3,1.0,A
1025_IWW_FEA_XX,F,39.75,D:F,74.25:69.00,F,53.86,1.0,F
1025_IWW_DIS_XX,F,40.33,F,46.5,F,61.2,0.0,D
1025_TAI_NEU_XX,N,78.78,N,70.88,N,77.11,1.0,N
1025_TAI_HAP_XX,H,52,H,71.6,H,63.44,1.0,H
1025_TAI_SAD_XX,S,60,F,62.2,S,73.33,1.0,S
1025_TAI_ANG_XX,A,40.83,A,80.22,A,55,1.0,A
1025_TAI_FEA_XX,N,43.4,F,61.25,F,56.33,0.0,F
1025_TAI_DIS_XX,F,67,D,68.75,D:F,37.2:78.8,0.0,D
1025_MTI_NEU_XX,N,50.67,N,74.5,N,57.67,1.0,N
1025_MTI_HAP_XX,H:N,60.67:67.33,H,73.38,H,64,0.0,H
1025_MTI_SAD_XX,N,59,S,51,S,61,0.0,S
1025_MTI_ANG_XX,A,24.83,A,70.29,A,64.67,1.0,A
1025_MTI_FEA_XX,N,50,D:F,77.5:40.0,F,54.2,0.0,F
1025_MTI_DIS_XX,N,65.5,D,67.86,D,60.5,0.0,D
1025_IWL_NEU_XX,N,50.83,N,63.17,N,55.12,1.0,N
1025_IWL_HAP_XX,N,73,H,68.33,H,45.25,0.0,H
1025_IWL_SAD_XX,N,50.83,S,46.14,S,61.71,0.0,S
1025_IWL_ANG_XX,A,50.5,A,70,A,60.44,1.0,A
1025_IWL_FEA_XX,N,61,F,55,S,47.83,0.0,F
1025_IWL_DIS_XX,N,57.2,D,37.8,D,44.4,0.0,D
1025_ITH_NEU_XX,N,73,N,87.33,N,62,1.0,N
1025_ITH_HAP_XX,H,67.17,H,72.8,H,66.3,1.0,H
1025_ITH_SAD_XX,N:S,59.75:43.00,N,58.25,S,47.4,0.0,S
1025_ITH_ANG_XX,F:N,52.67:67.00,A,84.78,A,79.33,0.0,A
1025_ITH_FEA_XX,F,50.67,F,72.17,F,72.44,1.0,F
1025_ITH_DIS_XX,N,57,D,81.6,F,60.6,0.0,D
1025_DFA_NEU_XX,N,67.83,N,52.6,N,67.6,1.0,N
1025_DFA_HAP_XX,H,55.5,H,70.75,H,68.44,1.0,H
1025_DFA_SAD_XX,N,60,S,31,N,77.67,0.0,S
1025_DFA_ANG_XX,A:N,33.5:67.0,A,69,A,74.3,0.0,A
1025_DFA_FEA_XX,N,76.62,F,81.86,F,64.62,0.0,F
1025_DFA_DIS_XX,N,58.12,S,55.6,F:S,72.00:47.25,0.0,D
1025_ITS_NEU_XX,N,62.12,N,64,N,81.67,1.0,N
1025_ITS_HAP_XX,N,64.29,H,58.62,H,52.89,0.0,H
1025_ITS_SAD_XX,N,63.6,S,65.6,S,55.8,0.0,S
1025_ITS_ANG_XX,D,39.8,A,61.2,D,44.8,0.0,A
1025_ITS_FEA_XX,F:N,38.33:55.00,D:F,60.25:46.50,F:S,34.67:33.33,0.0,F
1025_ITS_DIS_XX,N,56.5,D,74.83,D,57.5,0.0,D
1025_TSI_NEU_XX,N,67,N,82.38,N,76.38,1.0,N
1025_TSI_HAP_XX,N,57.83,H,60.7,H,61.5,0.0,H
1025_TSI_SAD_XX,N,63.5,D,44,S,54.67,0.0,S
1025_TSI_ANG_XX,A,69.6,A,73.89,A,69.11,1.0,A
1025_TSI_FEA_XX,N,68.5,F,58.71,F,59.86,0.0,F
1025_TSI_DIS_XX,N,73.4,D,77.25,D,82.78,0.0,D
1025_WSI_NEU_XX,N,66.75,N,68.4,N,52,1.0,N
1025_WSI_HAP_XX,A,8.667,H,55.67,H,45.88,0.0,H
1025_WSI_SAD_XX,N:S,69:27,S,45.2,S,52.17,0.0,S
1025_WSI_ANG_XX,A,55.25,A,64.4,A,74.45,1.0,A
1025_WSI_FEA_XX,F:S,52.75:38.25,D,56.33,D:F:S,62.00:54.67:66.00,0.0,F
1025_WSI_DIS_XX,S,42.75,D,70.67,D,74.6,0.0,D
1026_IEO_NEU_XX,N,61.62,N,77.56,N,71.12,1.0,N
1026_IEO_HAP_LO,N,72.86,H,60,H,67.1,0.0,H
1026_IEO_HAP_MD,N,73,H,82.12,H,67.57,0.0,H
1026_IEO_HAP_HI,N,56.5,H,71.56,H,73,0.0,H
1026_IEO_SAD_LO,S,62.6,N,83,N:S,78.25:52.25,1.0,S
1026_IEO_SAD_MD,A:N,42:68,F:N,41.8:62.6,N,87,0.0,S
1026_IEO_SAD_HI,F,36.33,F,78.8,F,56.8,0.0,S
1026_IEO_ANG_LO,D,49.2,N,58.33,A,34.75,0.0,A
1026_IEO_ANG_MD,A,52.8,N,66,D,68,1.0,A
1026_IEO_ANG_HI,A,59,A,62.2,A,69.22,1.0,A
1026_IEO_FEA_LO,N,64.2,F,53.5,F:N,61.67:72.00,0.0,F
1026_IEO_FEA_MD,F,51,N,64,F,56.38,1.0,F
1026_IEO_FEA_HI,F,87.57,F:H:N,73.00:66.00:58.67,F,72.67,1.0,F
1026_IEO_DIS_LO,D:N,31.8:67.8,F:N,62.25:52.75,D:F,80.33:61.67,0.0,D
1026_IEO_DIS_MD,D,56,D,62.86,D,54.5,1.0,D
1026_IEO_DIS_HI,A,47.29,D,68,D,74.83,0.0,D
1026_TIE_NEU_XX,N:S,64.25:63.00,N,81.86,N,83.33,0.0,N
1026_TIE_HAP_XX,H:N,69.67:73.67,H,71.44,H,64.22,0.0,H
1026_TIE_SAD_XX,N,68.5,F,69.4,F:N:S,60.33:74.00:43.33,0.0,S
1026_TIE_ANG_XX,A,55,D,73.8,A,60.33,1.0,A
1026_TIE_FEA_XX,A,74.57,F,84.88,F,77.43,0.0,F
1026_TIE_DIS_XX,A,61.4,F,49.4,F,67,0.0,D
1026_IOM_NEU_XX,N,55,N,67.56,N,74.43,1.0,N
1026_IOM_HAP_XX,H,36.8,H,77.43,H,50.27,1.0,H
1026_IOM_SAD_XX,S,46.86,N,75.33,N,68.2,1.0,S
1026_IOM_ANG_XX,A,71.5,N,67.25,A,57.11,1.0,A
1026_IOM_FEA_XX,A,56.75,F,50,F,54.4,0.0,F
1026_IOM_DIS_XX,N,59.17,D,47,D:S,41.5:48.0,0.0,D
1026_IWW_NEU_XX,N,81.8,N,74.11,F:N,61:77,1.0,N
